aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.physician	group	false	false	Physician information
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.physician.name	string	false	false	Physician name
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.physician.phone	string	false	false	Phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.physician.fax	string	false	false	Fax
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.physician.address	text	false	false	Address
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.intro	display	false	false	This form requests information about your child which will help us design a treatment plan geared specifically to your child's needs.
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient	group	false	false	Patient & family
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.name	string	false	false	Patient name
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.birthdate	date	false	false	Birthdate
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.todaysDate	date	false	false	Today's date
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.address	text	false	false	Address
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.age	integer	false	false	Age
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.sex	choice	false	false	Sex
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.cityStateZip	string	false	false	City, State, Zip
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.phoneHome	string	false	false	Home phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.phoneCell	string	false	false	Cell phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.parentStatus	choice	false	false	Relationship status of parents
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.responsible	string	false	false	Person responsible for bill
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.patient.respAddress	text	false	false	Responsible party address
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.mother	group	false	false	Mother
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.mother.name	string	false	false	Name
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.mother.home	string	false	false	Home phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.mother.work	string	false	false	Work phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.mother.cell	string	false	false	Cell phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.father	group	false	false	Father
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.father.name	string	false	false	Name
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.father.home	string	false	false	Home phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.father.work	string	false	false	Work phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.father.cell	string	false	false	Cell phone
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.father.address-different	text	false	false	Father's address, if different from above
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.household	group	false	false	Other persons living in your household (including children not living at home)
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.household.members	group	false	false	Household member
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.household.members.name	string	false	false	Name
aacap-cap-intake-1	AACAP Child & Adolescent Psychiatry — New Patient Intake Form (Form 1)	capi1.household.members.age	integer	false	false	Age
